year,week,home_team,away_team,winner,tie,day,date,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_city,away_team_city,weekly_attendance,Stadium,Capacity,weekly_attendance_percent
2000,10,Seattle Seahawks,San Diego Chargers,Seattle Seahawks,,Sun,November 5,4:15PM,17,15,128,1,398,3,Seattle,San Diego,59884.0,Lumen Field,69000,0.8678840579710145
2000,10,New York Jets,Denver Broncos,Denver Broncos,,Sun,November 5,4:15PM,30,23,447,1,381,3,New York,Denver,78305.0,MetLife Stadium,82500,0.9491515151515152
2000,10,St. Louis Rams,Carolina Panthers,Carolina Panthers,,Sun,November 5,8:35PM,27,24,268,2,426,2,St. Louis,Carolina,66048.0,SoFi Stadium,70240,0.9403189066059225
2000,10,Green Bay Packers,Minnesota Vikings,Green Bay Packers,,Mon,November 6,9:09PM,26,20,298,0,407,5,Green Bay,Minnesota,59854.0,Lambeau Field,81441,0.734936948220184
2000,11,Dallas Cowboys,Cincinnati Bengals,Dallas Cowboys,,Sun,November 12,1:00PM,23,6,405,1,195,2,Dallas,Cincinnati,62170.0,AT&T Stadium,80000,0.777125
2000,11,Minnesota Vikings,Arizona Cardinals,Minnesota Vikings,,Sun,November 12,1:00PM,31,14,460,2,249,2,Minnesota,Arizona,64223.0,U.S. Bank Stadium,66655,0.9635136148826045
2000,11,Pittsburgh Steelers,Philadelphia Eagles,Philadelphia Eagles,,Sun,November 12,1:01PM,26,23,290,1,322,1,Pittsburgh,Philadelphia,56702.0,Acrisure Stadium,68400,0.8289766081871345
2000,11,Detroit Lions,Atlanta Falcons,Detroit Lions,,Sun,November 12,1:01PM,13,10,222,1,218,2,Detroit,Atlanta,74309.0,Ford Field,65000,1.1432153846153845
2000,11,Carolina Panthers,New Orleans Saints,New Orleans Saints,,Sun,November 12,1:02PM,20,10,322,2,311,5,Carolina,New Orleans,72981.0,Bank of America Stadium,74867,0.9748086606916265
2000,11,Buffalo Bills,Chicago Bears,Buffalo Bills,,Sun,November 12,1:02PM,20,3,299,1,234,4,Buffalo,Chicago,72420.0,Highmark Stadium,71608,1.0113395151379734
2000,11,Jacksonville Jaguars,Seattle Seahawks,Seattle Seahawks,,Sun,November 12,1:02PM,28,21,326,0,437,1,Jacksonville,Seattle,68063.0,TIAA Bank Field,67246,1.0121494215269309
2000,11,Tennessee Titans,Baltimore Ravens,Baltimore Ravens,,Sun,November 12,1:03PM,24,23,361,1,286,2,Tennessee,Baltimore,68490.0,Nissan Stadium,69143,0.9905558046367673
2000,11,Cleveland Browns,New England Patriots,Cleveland Browns,,Sun,November 12,1:03PM,19,11,272,0,286,4,Cleveland,New England,72618.0,Huntington Bank Field,67895,1.0695632962662935
2000,11,San Francisco 49ers,Kansas City Chiefs,San Francisco 49ers,,Sun,November 12,4:00PM,21,7,389,0,294,1,San Francisco,Kansas City,68002.0,Levi's Stadium,68500,0.9927299270072992
2000,11,San Diego Chargers,Miami Dolphins,Miami Dolphins,,Sun,November 12,4:05PM,17,7,244,0,238,4,San Diego,Miami,56896.0,San Diego Stadium,71500,0.7957482517482517
2000,11,Tampa Bay Buccaneers,Green Bay Packers,Tampa Bay Buccaneers,,Sun,November 12,4:15PM,20,15,272,1,302,1,Tampa Bay,Green Bay,65621.0,Raymond James Stadium,69218,0.9480337484469358
2000,11,New York Giants,St. Louis Rams,St. Louis Rams,,Sun,November 12,4:15PM,38,24,397,1,348,3,New York,St. Louis,78174.0,MetLife Stadium,82500,0.9475636363636364
2000,11,Indianapolis Colts,New York Jets,Indianapolis Colts,,Sun,November 12,8:35PM,23,15,358,1,367,2,Indianapolis,New York,56657.0,Lucas Oil Stadium,67000,0.8456268656716418
2000,11,Denver Broncos,Oakland Raiders,Denver Broncos,,Mon,November 13,9:09PM,27,24,329,2,411,3,Denver,Oakland,75951.0,Empower Field at Mile High,76125,0.9977142857142857
2000,12,Minnesota Vikings,Carolina Panthers,Minnesota Vikings,,Sun,November 19,1:00PM,31,17,446,2,330,3,Minnesota,Carolina,64208.0,U.S. Bank Stadium,66655,0.9632885755007127
2000,12,Kansas City Chiefs,Buffalo Bills,Buffalo Bills,,Sun,November 19,1:00PM,21,17,299,0,378,2,Kansas City,Buffalo,78457.0,Arrowhead Stadium,76416,1.026709066164154
2000,12,New England Patriots,Cincinnati Bengals,New England Patriots,,Sun,November 19,1:02PM,16,13,291,1,365,2,New England,Cincinnati,60292.0,Gillette Stadium,66829,0.9021831839470889
2000,12,Philadelphia Eagles,Arizona Cardinals,Philadelphia Eagles,,Sun,November 19,1:02PM,34,9,338,2,210,1,Philadelphia,Arizona,65356.0,Lincoln Financial Field,69596,0.9390769584458877
2000,12,New Orleans Saints,Oakland Raiders,Oakland Raiders,,Sun,November 19,1:02PM,31,22,293,1,333,1,New Orleans,Oakland,64900.0,Caesars Superdome,73208,0.8865151349579281
2000,12,Green Bay Packers,Indianapolis Colts,Green Bay Packers,,Sun,November 19,1:02PM,26,24,432,1,338,2,Green Bay,Indianapolis,59869.0,Lambeau Field,81441,0.7351211306344471
2000,12,New York Giants,Detroit Lions,Detroit Lions,,Sun,November 19,1:03PM,31,21,314,2,373,4,New York,Detroit,77897.0,MetLife Stadium,82500,0.9442060606060606
2000,12,Tennessee Titans,Cleveland Browns,Tennessee Titans,,Sun,November 19,1:03PM,24,10,374,7,125,1,Tennessee,Cleveland,68498.0,Nissan Stadium,69143,0.9906715068770519
2000,12,Chicago Bears,Tampa Bay Buccaneers,Chicago Bears,,Sun,November 19,1:04PM,13,10,243,1,225,3,Chicago,Tampa Bay,66944.0,Soldier Field,61500,1.088520325203252
2000,12,Miami Dolphins,New York Jets,New York Jets,,Sun,November 19,4:05PM,20,3,239,2,200,4,Miami,New York,74320.0,Hard Rock Stadium,65326,1.1376787190398923
2000,12,Denver Broncos,San Diego Chargers,Denver Broncos,,Sun,November 19,4:05PM,38,37,536,5,385,3,Denver,San Diego,75218.0,Empower Field at Mile High,76125,0.9880853858784894
2000,12,Baltimore Ravens,Dallas Cowboys,Baltimore Ravens,,Sun,November 19,4:15PM,27,0,479,2,192,3,Baltimore,Dallas,69416.0,M&T Bank Stadium,71008,0.977579990986931
2000,12,San Francisco 49ers,Atlanta Falcons,San Francisco 49ers,,Sun,November 19,4:16PM,16,6,337,1,211,1,San Francisco,Atlanta,67447.0,Levi's Stadium,68500,0.9846277372262774
2000,12,Pittsburgh Steelers,Jacksonville Jaguars,Jacksonville Jaguars,,Sun,November 19,8:35PM,34,24,417,2,302,5,Pittsburgh,Jacksonville,50925.0,Acrisure Stadium,68400,0.7445175438596491
2000,12,St. Louis Rams,Washington Redskins,Washington Redskins,,Mon,November 20,9:08PM,33,20,400,1,394,3,St. Louis,Washington,66087.0,SoFi Stadium,70240,0.940874145785877
2000,13,Detroit Lions,New England Patriots,Detroit Lions,,Thu,November 23,12:36PM,34,9,299,1,215,2,Detroit,New England,77923.0,Ford Field,65000,1.1988153846153846
2000,13,Tampa Bay Buccaneers,Buffalo Bills,Tampa Bay Buccaneers,,Sun,November 26,1:00PM,31,17,180,0,433,2,Tampa Bay,Buffalo,65546.0,Raymond James Stadium,69218,0.9469502152619261
2000,13,Baltimore Ravens,Cleveland Browns,Baltimore Ravens,,Sun,November 26,1:01PM,44,7,461,2,112,3,Baltimore,Cleveland,68361.0,M&T Bank Stadium,71008,0.9627225101397026
2000,13,Washington Redskins,Philadelphia Eagles,Philadelphia Eagles,,Sun,November 26,1:01PM,23,20,289,2,326,2,Washington,Philadelphia,83284.0,Commanders Field,62000,1.3432903225806452
2000,13,Cincinnati Bengals,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,November 26,1:02PM,48,28,372,0,309,3,Cincinnati,Pittsburgh,63925.0,Paycor Stadium,65515,0.9757307486835076
2000,13,St. Louis Rams,New Orleans Saints,New Orleans Saints,,Sun,November 26,1:02PM,31,24,332,2,279,4,St. Louis,New Orleans,66064.0,SoFi Stadium,70240,0.9405466970387244
2000,13,New York Jets,Chicago Bears,New York Jets,,Sun,November 26,1:02PM,17,10,277,1,233,3,New York,Chicago,77354.0,MetLife Stadium,82500,0.9376242424242425
2000,13,Oakland Raiders,Atlanta Falcons,Oakland Raiders,,Sun,November 26,4:05PM,41,14,492,1,181,2,Oakland,Atlanta,55175.0,Allegiant Stadium,65000,0.8488461538461538
2000,13,Dallas Cowboys,Minnesota Vikings,Minnesota Vikings,,Thu,November 23,4:08PM,27,15,360,0,404,2,Dallas,Minnesota,63878.0,AT&T Stadium,80000,0.798475
2000,13,Indianapolis Colts,Miami Dolphins,Miami Dolphins,,Sun,November 26,4:15PM,17,14,253,0,353,1,Indianapolis,Miami,56935.0,Lucas Oil Stadium,67000,0.849776119402985
2000,13,San Diego Chargers,Kansas City Chiefs,San Diego Chargers,,Sun,November 26,4:15PM,17,16,201,5,161,1,San Diego,Kansas City,47228.0,San Diego Stadium,71500,0.6605314685314685
2000,13,Jacksonville Jaguars,Tennessee Titans,Jacksonville Jaguars,,Sun,November 26,4:15PM,16,13,334,2,334,0,Jacksonville,Tennessee,65454.0,TIAA Bank Field,67246,0.9733515748148589
2000,13,Seattle Seahawks,Denver Broncos,Denver Broncos,,Sun,November 26,4:16PM,38,31,538,5,354,3,Seattle,Denver,68661.0,Lumen Field,69000,0.9950869565217392
2000,13,Arizona Cardinals,New York Giants,New York Giants,,Sun,November 26,8:35PM,31,7,371,1,267,4,Arizona,New York,42094.0,State Farm Stadium,63400,0.6639432176656151
2000,13,Carolina Panthers,Green Bay Packers,Carolina Panthers,,Mon,November 27,9:12PM,31,14,356,2,326,5,Carolina,Green Bay,73295.0,Bank of America Stadium,74867,0.9790027649030948
2000,14,Pittsburgh Steelers,Oakland Raiders,Pittsburgh Steelers,,Sun,December 3,1:01PM,21,20,311,1,390,2,Pittsburgh,Oakland,55811.0,Acrisure Stadium,68400,0.8159502923976608
2000,14,Washington Redskins,New York Giants,New York Giants,,Sun,December 3,1:01PM,9,7,305,3,290,2,Washington,New York,83485.0,Commanders Field,62000,1.346532258064516
2000,14,Tampa Bay Buccaneers,Dallas Cowboys,Tampa Bay Buccaneers,,Sun,December 3,1:01PM,27,7,301,1,266,4,Tampa Bay,Dallas,65621.0,Raymond James Stadium,69218,0.9480337484469358
2000,14,Buffalo Bills,Miami Dolphins,Miami Dolphins,,Sun,December 3,1:02PM,33,6,333,1,196,3,Buffalo,Miami,73002.0,Highmark Stadium,71608,1.0194670986481957
2000,14,New Orleans Saints,Denver Broncos,Denver Broncos,,Sun,December 3,1:02PM,38,23,483,0,446,3,New Orleans,Denver,64900.0,Caesars Superdome,73208,0.8865151349579281
2000,14,Cincinnati Bengals,Arizona Cardinals,Cincinnati Bengals,,Sun,December 3,1:02PM,24,13,398,1,340,2,Cincinnati,Arizona,50289.0,Paycor Stadium,65515,0.767595207204457
2000,14,Philadelphia Eagles,Tennessee Titans,Tennessee Titans,,Sun,December 3,1:03PM,15,13,331,1,262,0,Philadelphia,Tennessee,65639.0,Lincoln Financial Field,69596,0.9431432840967872
2000,14,Carolina Panthers,St. Louis Rams,Carolina Panthers,,Sun,December 3,1:04PM,16,3,237,2,278,7,Carolina,St. Louis,73358.0,Bank of America Stadium,74867,0.9798442571493449
2000,14,Atlanta Falcons,Seattle Seahawks,Seattle Seahawks,,Sun,December 3,1:05PM,30,10,335,0,301,4,Atlanta,Seattle,44680.0,Mercedes Benz Stadium,71000,0.6292957746478873
2000,14,San Diego Chargers,San Francisco 49ers,San Francisco 49ers,,Sun,December 3,4:05PM,45,17,385,0,303,5,San Diego,San Francisco,57255.0,San Diego Stadium,71500,0.8007692307692308
2000,14,New York Jets,Indianapolis Colts,New York Jets,,Sun,December 3,4:15PM,27,17,491,1,375,3,New York,Indianapolis,78138.0,MetLife Stadium,82500,0.9471272727272727
2000,14,Jacksonville Jaguars,Cleveland Browns,Jacksonville Jaguars,,Sun,December 3,4:16PM,48,0,449,0,53,1,Jacksonville,Cleveland,51262.0,TIAA Bank Field,67246,0.7623055646432502
2000,14,Minnesota Vikings,Detroit Lions,Minnesota Vikings,,Thu,November 30,8:35PM,24,17,305,2,352,2,Minnesota,Detroit,64214.0,U.S. Bank Stadium,66655,0.9633785912534694
2000,14,Chicago Bears,Green Bay Packers,Green Bay Packers,,Sun,December 3,8:35PM,28,6,304,0,330,2,Chicago,Green Bay,66944.0,Soldier Field,61500,1.088520325203252
2000,14,New England Patriots,Kansas City Chiefs,New England Patriots,,Mon,December 4,9:09PM,30,24,368,1,418,3,New England,Kansas City,60292.0,Gillette Stadium,66829,0.9021831839470889
2000,15,Kansas City Chiefs,Carolina Panthers,Kansas City Chiefs,,Sun,December 10,1:00PM,15,14,453,4,257,1,Kansas City,Carolina,77481.0,Arrowhead Stadium,76416,1.0139368718592965
2000,15,Chicago Bears,New England Patriots,Chicago Bears,,Sun,December 10,1:02PM,24,17,339,1,245,0,Chicago,New England,66944.0,Soldier Field,61500,1.088520325203252
2000,15,Baltimore Ravens,San Diego Chargers,Baltimore Ravens,,Sun,December 10,1:02PM,24,3,276,3,128,5,Baltimore,San Diego,68805.0,M&T Bank Stadium,71008,0.9689753267237494
2000,15,Green Bay Packers,Detroit Lions,Green Bay Packers,,Sun,December 10,1:02PM,26,13,330,2,293,5,Green Bay,Detroit,59854.0,Lambeau Field,81441,0.734936948220184
2000,15,Jacksonville Jaguars,Arizona Cardinals,Jacksonville Jaguars,,Sun,December 10,1:02PM,44,10,469,0,189,1,Jacksonville,Arizona,53472.0,TIAA Bank Field,67246,0.7951699729351932
2000,15,Miami Dolphins,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,December 10,1:02PM,16,13,221,1,254,5,Miami,Tampa Bay,74307.0,Hard Rock Stadium,65326,1.1374797171111044
2000,15,New York Giants,Pittsburgh Steelers,New York Giants,,Sun,December 10,1:03PM,30,10,394,0,264,1,New York,Pittsburgh,78164.0,MetLife Stadium,82500,0.9474424242424242
2000,15,Tennessee Titans,Cincinnati Bengals,Tennessee Titans,,Sun,December 10,1:03PM,35,3,443,1,171,0,Tennessee,Cincinnati,68498.0,Nissan Stadium,69143,0.9906715068770519
2000,15,Cleveland Browns,Philadelphia Eagles,Philadelphia Eagles,,Sun,December 10,1:03PM,35,24,391,2,418,4,Cleveland,Philadelphia,72318.0,Huntington Bank Field,67895,1.065144708741439
2000,15,Denver Broncos,Seattle Seahawks,Denver Broncos,,Sun,December 10,4:05PM,31,24,313,1,405,4,Denver,Seattle,75218.0,Empower Field at Mile High,76125,0.9880853858784894
2000,15,San Francisco 49ers,New Orleans Saints,New Orleans Saints,,Sun,December 10,4:15PM,31,27,388,0,398,3,San Francisco,New Orleans,67892.0,Levi's Stadium,68500,0.9911240875912408
2000,15,Dallas Cowboys,Washington Redskins,Dallas Cowboys,,Sun,December 10,4:15PM,32,13,314,0,270,2,Dallas,Washington,63467.0,AT&T Stadium,80000,0.7933375
2000,15,St. Louis Rams,Minnesota Vikings,St. Louis Rams,,Sun,December 10,4:15PM,40,29,508,0,312,0,St. Louis,Minnesota,66273.0,SoFi Stadium,70240,0.9435222095671981
2000,15,Oakland Raiders,New York Jets,Oakland Raiders,,Sun,December 10,8:35PM,31,7,330,1,300,4,Oakland,New York,62632.0,Allegiant Stadium,65000,0.9635692307692307
2000,15,Indianapolis Colts,Buffalo Bills,Indianapolis Colts,,Mon,December 11,9:00PM,44,20,237,0,294,3,Indianapolis,Buffalo,56671.0,Lucas Oil Stadium,67000,0.8458358208955223
2000,16,Pittsburgh Steelers,Washington Redskins,Pittsburgh Steelers,,Sat,December 16,12:37PM,24,3,374,1,271,5,Pittsburgh,Washington,58183.0,Acrisure Stadium,68400,0.8506286549707602
2000,16,Kansas City Chiefs,Denver Broncos,Kansas City Chiefs,,Sun,December 17,1:00PM,20,7,424,2,278,1,Kansas City,Denver,78406.0,Arrowhead Stadium,76416,1.0260416666666667
2000,16,Minnesota Vikings,Green Bay Packers,Green Bay Packers,,Sun,December 17,1:00PM,33,28,434,0,400,2,Minnesota,Green Bay,64183.0,U.S. Bank Stadium,66655,0.9629135098642262
2000,16,New York Jets,Detroit Lions,Detroit Lions,,Sun,December 17,1:02PM,10,7,288,1,240,2,New York,Detroit,77513.0,MetLife Stadium,82500,0.9395515151515151
2000,16,Cincinnati Bengals,Jacksonville Jaguars,Cincinnati Bengals,,Sun,December 17,1:02PM,17,14,263,4,276,1,Cincinnati,Jacksonville,50469.0,Paycor Stadium,65515,0.7703426696176449
2000,16,Buffalo Bills,New England Patriots,New England Patriots,,Sun,December 17,1:02PM,13,10,331,0,347,1,Buffalo,New England,47230.0,Highmark Stadium,71608,0.6595631772986259
2000,16,New Orleans Saints,Atlanta Falcons,New Orleans Saints,,Sun,December 17,1:03PM,23,7,373,1,163,3,New Orleans,Atlanta,64900.0,Caesars Superdome,73208,0.8865151349579281
2000,16,Cleveland Browns,Tennessee Titans,Tennessee Titans,,Sun,December 17,1:03PM,24,0,305,1,113,2,Cleveland,Tennessee,72318.0,Huntington Bank Field,67895,1.065144708741439
2000,16,Carolina Panthers,San Diego Chargers,Carolina Panthers,,Sun,December 17,1:04PM,30,22,169,1,358,2,Carolina,San Diego,72159.0,Bank of America Stadium,74867,0.963829190431031
2000,16,San Francisco 49ers,Chicago Bears,San Francisco 49ers,,Sun,December 17,4:00PM,17,0,456,1,104,1,San Francisco,Chicago,68306.0,Levi's Stadium,68500,0.9971678832116788
2000,16,Seattle Seahawks,Oakland Raiders,Seattle Seahawks,,Sat,December 16,4:06PM,27,24,326,2,361,3,Seattle,Oakland,68681.0,Lumen Field,69000,0.9953768115942029
2000,16,Arizona Cardinals,Baltimore Ravens,Baltimore Ravens,,Sun,December 17,4:15PM,13,7,214,2,309,4,Arizona,Baltimore,37452.0,State Farm Stadium,63400,0.5907255520504732
2000,16,Miami Dolphins,Indianapolis Colts,Indianapolis Colts,,Sun,December 17,4:16PM,20,13,327,2,272,3,Miami,Indianapolis,73884.0,Hard Rock Stadium,65326,1.1310045005051588
2000,16,Dallas Cowboys,New York Giants,New York Giants,,Sun,December 17,8:20PM,17,13,225,1,145,3,Dallas,New York,61311.0,AT&T Stadium,80000,0.7663875
2000,16,Tampa Bay Buccaneers,St. Louis Rams,Tampa Bay Buccaneers,,Mon,December 18,9:00PM,38,35,446,2,388,3,Tampa Bay,St. Louis,65653.0,Raymond James Stadium,69218,0.9484960559392066
2000,17,New York Giants,Jacksonville Jaguars,New York Giants,,Sat,December 23,12:37PM,28,25,373,1,327,2,New York,Jacksonville,77924.0,MetLife Stadium,82500,0.9445333333333333
2000,17,Washington Redskins,Arizona Cardinals,Washington Redskins,,Sun,December 24,1:01PM,20,3,315,2,245,5,Washington,Arizona,65711.0,Commanders Field,62000,1.0598548387096773
2000,17,Detroit Lions,Chicago Bears,Chicago Bears,,Sun,December 24,1:02PM,23,20,286,2,240,2,Detroit,Chicago,71957.0,Ford Field,65000,1.1070307692307693
2000,17,New England Patriots,Miami Dolphins,Miami Dolphins,,Sun,December 24,1:02PM,27,24,310,0,348,3,New England,Miami,60292.0,Gillette Stadium,66829,0.9021831839470889
2000,17,Baltimore Ravens,New York Jets,Baltimore Ravens,,Sun,December 24,1:02PM,34,20,142,2,524,6,Baltimore,New York,69184.0,M&T Bank Stadium,71008,0.9743127534925642
2000,17,Green Bay Packers,Tampa Bay Buccaneers,Green Bay Packers,,Sun,December 24,1:02PM,17,14,319,4,272,0,Green Bay,Tampa Bay,59692.0,Lambeau Field,81441,0.7329477781461426
2000,17,New Orleans Saints,St. Louis Rams,St. Louis Rams,,Sun,December 24,1:02PM,26,21,474,1,269,1,New Orleans,St. Louis,64900.0,Caesars Superdome,73208,0.8865151349579281
2000,17,Philadelphia Eagles,Cincinnati Bengals,Philadelphia Eagles,,Sun,December 24,1:03PM,16,7,321,4,271,3,Philadelphia,Cincinnati,64902.0,Lincoln Financial Field,69596,0.9325535950341973
2000,17,Atlanta Falcons,Kansas City Chiefs,Atlanta Falcons,,Sun,December 24,1:05PM,29,13,288,0,259,1,Atlanta,Kansas City,41017.0,Mercedes Benz Stadium,71000,0.5777042253521126
2000,17,San Diego Chargers,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,December 24,4:05PM,34,21,316,2,171,2,San Diego,Pittsburgh,50809.0,San Diego Stadium,71500,0.7106153846153846
2000,17,Indianapolis Colts,Minnesota Vikings,Indianapolis Colts,,Sun,December 24,4:15PM,31,10,411,1,236,1,Indianapolis,Minnesota,56672.0,Lucas Oil Stadium,67000,0.8458507462686568
2000,17,Oakland Raiders,Carolina Panthers,Oakland Raiders,,Sun,December 24,4:15PM,52,9,409,0,297,4,Oakland,Carolina,60637.0,Allegiant Stadium,65000,0.932876923076923
2000,17,Denver Broncos,San Francisco 49ers,Denver Broncos,,Sat,December 23,4:17PM,38,9,362,1,192,2,Denver,San Francisco,76098.0,Empower Field at Mile High,76125,0.9996453201970443
2000,17,Seattle Seahawks,Buffalo Bills,Buffalo Bills,,Sat,December 23,8:36PM,42,23,579,2,312,4,Seattle,Buffalo,61025.0,Lumen Field,69000,0.8844202898550725
2000,17,Tennessee Titans,Dallas Cowboys,Tennessee Titans,,Mon,December 25,9:10PM,31,0,374,4,95,5,Tennessee,Dallas,68498.0,Nissan Stadium,69143,0.9906715068770519
2001,1,Kansas City Chiefs,Oakland Raiders,Oakland Raiders,,Sun,September 9,12:01PM,27,24,427,3,254,3,Kansas City,Oakland,78844.0,Arrowhead Stadium,76416,1.0317734505862646
2001,1,Green Bay Packers,Detroit Lions,Green Bay Packers,,Sun,September 9,12:02PM,28,6,424,1,288,3,Green Bay,Detroit,59523.0,Lambeau Field,81441,0.7308726562787785
2001,1,Dallas Cowboys,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,September 9,12:03PM,10,6,263,2,127,3,Dallas,Tampa Bay,61521.0,AT&T Stadium,80000,0.7690125
2001,1,Minnesota Vikings,Carolina Panthers,Carolina Panthers,,Sun,September 9,1:00PM,24,13,291,2,343,5,Minnesota,Carolina,64108.0,U.S. Bank Stadium,66655,0.9617883129547671
2001,1,Cleveland Browns,Seattle Seahawks,Seattle Seahawks,,Sun,September 9,1:02PM,9,6,251,2,239,1,Cleveland,Seattle,72318.0,Huntington Bank Field,67895,1.065144708741439
2001,1,Baltimore Ravens,Chicago Bears,Baltimore Ravens,,Sun,September 9,1:02PM,17,6,316,2,189,2,Baltimore,Chicago,69365.0,M&T Bank Stadium,71008,0.9768617620549798
2001,1,Cincinnati Bengals,New England Patriots,Cincinnati Bengals,,Sun,September 9,1:03PM,23,17,353,1,292,0,Cincinnati,New England,51521.0,Paycor Stadium,65515,0.7864000610547203
2001,1,New York Jets,Indianapolis Colts,Indianapolis Colts,,Sun,September 9,1:03PM,45,24,376,3,330,2,New York,Indianapolis,78606.0,MetLife Stadium,82500,0.9528
2001,1,Jacksonville Jaguars,Pittsburgh Steelers,Jacksonville Jaguars,,Sun,September 9,1:05PM,21,3,299,0,281,4,Jacksonville,Pittsburgh,63785.0,TIAA Bank Field,67246,0.9485322547065996
2001,1,Buffalo Bills,New Orleans Saints,New Orleans Saints,,Sun,September 9,1:05PM,24,6,301,0,251,3,Buffalo,New Orleans,71447.0,Highmark Stadium,71608,0.9977516478605742
2001,1,San Francisco 49ers,Atlanta Falcons,San Francisco 49ers,,Sun,September 9,1:15PM,16,13,429,1,241,0,San Francisco,Atlanta,65989.0,Levi's Stadium,68500,0.9633430656934306
2001,1,San Diego Chargers,Washington Redskins,San Diego Chargers,,Sun,September 9,4:15PM,30,3,255,4,161,4,San Diego,Washington,60629.0,San Diego Stadium,71500,0.8479580419580419
2001,1,Philadelphia Eagles,St. Louis Rams,St. Louis Rams,,Sun,September 9,4:16PM,20,17,364,2,334,3,Philadelphia,St. Louis,66243.0,Lincoln Financial Field,69596,0.951821943789873
2001,1,Denver Broncos,New York Giants,Denver Broncos,,Mon,September 10,7:07PM,31,20,473,0,308,0,Denver,New York,75735.0,Empower Field at Mile High,76125,0.9948768472906404
2001,1,Tennessee Titans,Miami Dolphins,Miami Dolphins,,Sun,September 9,8:36PM,31,23,307,2,315,3,Tennessee,Miami,68798.0,Nissan Stadium,69143,0.9950103408877254
